2025-03-24,o3-mini-2025-01-31,3,False,3,"[2, 5]","[[[1, 3]], [[1, 0]], [[1, 0]], [[1, 0], [2, 5]]]"
2025-03-24,o3-mini-2025-01-31,4,False,2,"[1, 5]","[[[1, 3]], [[1, 0]], [[1, 5]]]"
2025-03-24,o3-mini-2025-01-31,7,False,19,"[1, 0]","[[[1, 2]], [[1, 0]], [[1, 1]], [[1, 0]], [[1, 1]], [[1, 1]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0], [2, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]]]"
2025-03-24,o3-mini-2025-01-31,9,False,6,"[5, 0]","[[[1, 3]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0], [2, 3], [3, 0], [4, 0], [5, 0]]]"
2025-03-24,o3-mini-2025-01-31,10,True,3,"[1, 0]","[[[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]]]"
2025-04-01,o3-mini-2025-01-31,1,False,0,"[5, 0]","[[[1, 0], [2, 0], [3, 1], [4, 0], [5, 0]]]"
2025-04-01,o3-mini-2025-01-31,2,False,19,"[1, 0]","[[[1, 2]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 1]], [[1, 0], [2, 0]], [[1, 0]], [[1, 1]], [[1, 0]], [[1, 1]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 1]], [[1, 0]], [[1, 0]], [[1, 0]]]"
2025-04-02,o3-mini-2025-01-31,3,False,2,"[5, 0]","[[[1, 3]], [[1, 0]], [[1, 0], [2, 0], [3, 0], [4, 0], [5, 0]]]"
2025-04-02,o3-mini-2025-01-31,4,False,5,"[5, 0]","[[[1, 1]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0], [2, 0], [3, 0], [4, 0], [5, 0]]]"
2025-04-02,o3-mini-2025-01-31,5,False,1,"[5, 0]","[[[1, 2]], [[1, 0], [2, 0], [3, 0], [4, 0], [5, 0]]]"
2025-04-02,gpt-4o-2024-05-13,1,False,0,"[1, 5]","[[[1, 5]]]"
2025-04-02,o3-mini-2025-01-31,1,False,9,"[5, 0]","[[[1, 3]], [[1, 0], [2, 0], [3, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0], [2, 0]], [[1, 0], [2, 0], [3, 0], [4, 0], [5, 0]]]"
2025-04-02,o3-mini-2025-01-31,1,False,19,"[3, 1]","[[[1, 1]], [[1, 1]], [[1, 0]], [[1, 0]], [[1, 1]], [[1, 0]], [[1, 0], [2, 0]], [[1, 0]], [[1, 0]], [[1, 1]], [[1, 2]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 1]], [[1, 1]], [[1, 1], [2, 0], [3, 1]]]"

2025-04-02,o3-mini-2025-01-31,1,False,4,"[5, 0]","[[[1, 0]], [[1, 0]], [[1, 0]], [[1, 2], [2, 0], [3, 0], [4, 0]], [[1, 0], [2, 0], [3, 0], [4, 0], [5, 0]]]"
2025-04-02,o3-mini-2025-01-31,2,False,1,"[5, 0]","[[[1, 0]], [[1, 1], [2, 0], [3, 1], [4, 1], [5, 0]]]"
2025-04-02,o3-mini-2025-01-31,3,False,2,"[5, 1]","[[[1, 1]], [[1, 2]], [[1, 1], [2, 0], [3, 1], [4, 0], [5, 1]]]"
2025-04-02,o3-mini-2025-01-31,4,False,15,"[5, 1]","[[[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0], [2, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 1]], [[1, 2]], [[1, 1], [2, 0], [3, 0], [4, 1], [5, 1]]]"
2025-04-02,o3-mini-2025-01-31,5,False,2,"[5, 1]","[[[1, 0]], [[1, 0]], [[1, 1], [2, 0], [3, 1], [4, 0], [5, 1]]]"
2025-04-02,o3-mini-2025-01-31,6,True,3,"[3, 0]","[[[1, 2]], [[1, 0]], [[1, 0]], [[1, 0], [2, 0], [3, 0]]]"
2025-04-02,o3-mini-2025-01-31,7,False,9,"[5, 0]","[[[1, 5]], [[1, 1]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 1], [2, 1], [3, 1]], [[1, 2]], [[1, 0]], [[1, 1], [2, 0], [3, 0], [4, 0], [5, 0]]]"
2025-04-02,o3-mini-2025-01-31,8,True,4,"[2, 0]","[[[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0], [2, 0]]]"
2025-04-02,o3-mini-2025-01-31,9,False,3,"[5, 0]","[[[1, 0]], [[1, 0]], [[1, 0]], [[1, 0], [2, 0], [3, 0], [4, 0], [5, 0]]]"
2025-04-02,o3-mini-2025-01-31,10,False,5,"[5, 0]","[[[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 1], [2, 1], [3, 0], [4, 1], [5, 0]]]"
2025-04-02,gpt-4o-2024-05-13,1,False,0,"[1, 5]","[[[1, 5]]]"
2025-04-02,gpt-4o-2024-05-13,2,False,13,"[1, 5]","[[[1, 1]], [[1, 0]], [[1, 1], [2, 0]], [[1, 0]], [[1, 5], [2, 0], [3, 0], [4, 0]], [[1, 0]], [[1, 0]], [[1, 1]], [[1, 0]], [[1, 1]], [[1, 2]], [[1, 0]], [[1, 1]], [[1, 5]]]"
2025-04-02,gpt-4o-2024-05-13,3,False,4,"[1, 5]","[[[1, 0]], [[1, 0]], [[1, 0], [2, 0], [3, 0]], [[1, 0]], [[1, 5]]]"
2025-04-02,gpt-4o-2024-05-13,4,False,0,"[1, 5]","[[[1, 5]]]"
2025-04-02,gpt-4o-2024-05-13,5,True,16,"[1, 0]","[[[1, 2]], [[1, 0]], [[1, 0]], [[1, 1]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0], [2, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0], [2, 0], [3, 0], [4, 3]], [[1, 0]]]"
2025-04-02,gpt-4o-2024-05-13,6,False,4,"[1, 5]","[[[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 5]]]"
2025-04-02,gpt-4o-2024-05-13,7,False,10,"[2, 5]","[[[1, 3]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0], [2, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0], [2, 5]]]"
2025-04-02,gpt-4o-2024-05-13,8,False,6,"[4, 5]","[[[1, 1]], [[1, 0]], [[1, 0]], [[1, 0], [2, 0]], [[1, 0]], [[1, 0]], [[1, 0], [2, 0], [3, 0], [4, 5]]]"
2025-04-02,gpt-4o-2024-05-13,9,False,19,"[1, 0]","[[[1, 2]], [[1, 0]], [[1, 0]], [[1, 1]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0], [2, 0]], [[1, 0], [2, 1], [3, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 1]], [[1, 0]], [[1, 1]], [[1, 0]]]"
2025-04-02,gpt-4o-2024-05-13,10,False,7,"[5, 0]","[[[1, 1]], [[1, 0], [2, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0], [2, 0], [3, 0], [4, 0], [5, 0]]]"

2025-04-07,o3-mini-2025-01-31,0,False,2,"[5, 1]","[[[1, 4]], [[1, 0]], [[1, 0], [2, 4], [3, 1], [4, 1], [5, 1]]]"
2025-04-07,o3-mini-2025-01-31,1,False,1,"[5, 0]","[[[1, 1]], [[1, 0], [2, 0], [3, 0], [4, 0], [5, 0]]]"
2025-04-07,o3-mini-2025-01-31,3,False,9,"[5, 1]","[[[1, 3], [2, 0], [3, 0], [4, 1], [5, 1]], [[1, 0]], [[1, 0], [2, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 1], [2, 1], [3, 1], [4, 1], [5, 1]]]"
2025-04-07,o3-mini-2025-01-31,4,False,19,"[1, 0]","[[[1, 1]], [[1, 0]], [[1, 1]], [[1, 1]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 1]], [[1, 0]], [[1, 0], [2, 0]], [[1, 1]], [[1, 1], [2, 1], [3, 0], [4, 1], [5, 1]], [[1, 0]], [[1, 0]], [[1, 0], [2, 0]], [[1, 0]], [[1, 1], [2, 1], [3, 1], [4, 0], [5, 1]], [[1, 0]], [[1, 0]]]"
2025-04-07,o3-mini-2025-01-31,5,False,1,"[3, 5]","[[[1, 0]], [[1, 1], [2, 0], [3, 5]]]"
2025-04-07,o3-mini-2025-01-31,6,False,0,"[5, 1]","[[[1, 3], [2, 1], [3, 2], [4, 1], [5, 1]]]"

2025-04-08,o3-mini-2025-01-31,0,False,0,"[1, 5]","[[[1, 5]]]"
2025-04-08,deepseek,0,False,0,"[1, 5]","[[[1, 5]]]"
2025-04-08,deepseek,0,False,0,"[1, 5]","[[[1, 5]]]"
2025-04-08,o3-mini-2025-01-31,3,False,19,"[1, 0]","[[[1, 2]], [[1, 3]], [[1, 0]], [[1, 1]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0], [2, 1], [3, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 1]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]]]"
